Rg_squared,Ree_squared
1.6083036813648248,6.709018432961841
1.7288411847723768,4.863107692523272
1.6153184991317444,5.104582977021948
1.4025573523522017,4.286687462831651
1.6125757042879243,5.671421905597128
1.7761947711724104,6.2342183204673915
1.7304689889044866,6.068993296140945
1.8181958055017786,6.954798049901228
1.5744404873053814,4.575556351449507
1.6359476002749296,4.85152764209721
1.8436441197617595,3.5370109377147543
1.8797453868461391,4.251852998600953
2.7791235154295295,10.994127723845452
3.2388767094342006,10.25772647598302
3.244684824869535,4.593843465190957
2.4787226118845087,1.2156833376052987
2.9901221441323047,2.0151744975181742
3.025821068654317,8.064586589604517
2.7715070481228343,4.346492460500087
3.2826243463318083,4.213123312743846
4.254950579959762,13.463920542022834
4.2735873212446815,11.348681211798123
2.892140352556538,5.746220866485828
3.081676139809303,6.360163289504271
2.3661428567156024,5.987911811331514
2.0469248629405623,3.5457941143063323
2.392882592462932,8.795312325901477
2.5669303965384147,9.354263599385604
2.2637843474236483,9.917359793873004
3.048451828891816,14.330364420786509
3.1790942020190998,6.4177860726277345
4.063074431678024,6.050522230837089
3.9547685077164734,9.61291906585808
3.2345850179906317,1.3899772392756518
3.829212692955565,1.075177274863691
3.329813161447494,3.9000261620066254
4.009248361440397,2.4328266342507874
3.7467793030508583,2.535766090443815
3.8128933229866777,6.057864558722997
3.7857026451245495,4.907111863060948
4.561693296235141,11.234601363074944
4.030115538806245,9.19746344379746
4.136642190049961,11.37482047319645
3.697073536041001,8.894117813325465
4.032954475088638,8.360317238498283
4.889597522163371,9.667811092438626
3.2295266392587823,10.123333172431614
3.065596928879195,9.302301918130581
2.86865990752211,8.619693444854931
3.3792156750105793,8.08720289428635
2.8826992592780556,7.423214323701416
3.9664674694572,8.106837906308101
3.4772826098404,10.626143431411265
3.1453092324556815,8.459219438607818
2.3138891883680355,11.5449555167516
3.1775450258855287,11.378247823750428
2.3878769305718435,7.671631941357418
2.652095603077582,5.1093351239142635
3.0696142337668104,3.146085268018396
3.1168309903663136,6.409960695657958
2.3218799306198106,4.834476483711342
2.16540054948907,0.8151814470911631
2.7161580939655723,4.92369904290905
2.6527565050882633,5.9312904953845305
2.7330075251468045,6.987222992859699
2.0047777134389384,5.995394698261464
3.3538537215827695,4.350224199902186
3.441334337444608,5.090095591918953
3.130768073218124,3.6545841674165445
3.1321340855148723,3.438646530598831
2.8919891501748842,4.033642640235996
2.2999532765219843,4.756583139808072
2.3466580881796357,7.310406602505282
2.424748298017477,11.399800001673611
2.3120895090410136,8.073476209292721
2.6051131236961855,3.921874484966125
2.244675926291025,6.870777376229853
1.7828630274005957,1.7269491144498375
2.478914639460901,4.211527121231541
2.2317797140433244,3.5363998051982435
2.0118516233802644,1.926141317102875
2.34641064486675,0.657080545680401
2.541127541526081,0.7742273289622972
2.6086126180197478,0.7675169608222667
3.2652541427159787,2.5493224516283277
3.2990171217848623,2.4969004200875276
3.069968658670733,2.1599644163225094
3.3271641244856403,0.7713644228254601
4.050489921048034,1.185790895934943
4.083316613997901,0.6887176311086165
3.0636131258363712,0.8836192693807199
2.7091054307377855,2.586368823904195
2.9508078653384064,2.145882115374903
3.030725026409762,8.142458897346842
4.260472646574911,7.34183510449617
3.574247446247566,2.23518719547792
3.8262505755451404,0.9635976275049529
3.2752701573223377,2.389621751288601
3.6333275488437615,1.4120402067785562
3.520577362520515,1.9115107609855073
3.4799147804133774,1.814399694374572
3.084177985516405,1.647127950269578
3.3009895217390017,1.4332371764694471
3.310869322887257,2.7704364285437464
3.252085321025306,0.9517854826636416
3.9576733433532474,1.7200274371409705
3.7974460320578367,3.1784390276198025
3.637001076844026,4.867555684461479
3.729418260634045,3.0862480051664534
3.9750453024155714,4.407076118805207
3.691738254275409,3.5192039772302905
4.211177797147064,2.5005828946689235
3.579265204211542,3.566280422538185
3.066623379255218,3.3944657062821904
2.7917074649828333,3.624238426873717
2.796880937539614,3.6489564915723918
2.5205658728063707,2.576380566324943
2.4979529886640433,3.3446287751758064
2.7010758633298617,2.560725301610148
3.004294654099041,0.8770470105901929
3.232532377787756,1.2767388853353765
2.9752267974749653,2.7288596437756496
2.883318391482169,1.7762110242949944
3.3954601504132897,1.5962915104882
4.006048645104678,2.6579089436712735
3.716342575200226,3.5123695522363505
3.1096077648717224,3.9290290432400212
3.0723189652514296,3.823384460531898
4.158170629766174,3.7197226336980407
4.14296204148228,2.2650863442759714
5.232789881838902,0.6614480893416932
4.386655044595532,0.9292759786768698
4.800366495066264,0.7998837648715948
4.106385712303147,1.4207791020067475
4.771596542033163,3.1570353143672634
4.69759374184154,1.1374994405815073
4.53775202910911,3.334541915019159
4.471565983080644,3.5857750874149588
4.02141547784907,3.271985079904937
3.8576880490008656,3.7770997403697493
3.3173107217785507,2.833205988318298
4.584653844577214,2.568176913974881
3.8323823978320806,5.233928813809655
4.818791932765906,4.935611682823549
4.559470149859737,4.954444777779145
3.848996363954002,4.717399350653295
3.4404113341534015,4.780631390497149
4.089178287097094,4.267182709218162
4.506322493390444,3.970846086777101
4.24514261555288,3.9496201464647953
3.7271221140866793,2.7126147424880855
