Rg_squared
1.608303681
1.728841185
1.615318499
1.402557352
1.612575704
1.776194771
1.730468989
1.818195806
1.574440487
1.6359476
1.84364412
1.879745387
2.779123515
3.238876709
3.244684825
2.478722612
2.990122144
3.025821069
2.771507048
3.282624346
4.25495058
4.273587321
2.892140353
3.08167614
2.366142857
2.046924863
2.392882592
2.566930397
2.263784347
3.048451829
3.179094202
4.063074432
3.954768508
3.234585018
3.829212693
3.329813161
4.009248361
3.746779303
3.812893323
3.785702645
4.561693296
4.030115539
4.13664219
3.697073536
4.032954475
4.889597522
3.229526639
3.065596929
2.868659908
3.379215675
2.882699259
3.966467469
3.47728261
3.145309232
2.313889188
3.177545026
2.387876931
2.652095603
3.069614234
3.11683099
2.321879931
2.165400549
2.716158094
2.652756505
2.733007525
2.004777713
3.353853722
3.441334337
3.130768073
3.132134086
2.89198915
2.299953277
2.346658088
2.424748298
2.312089509
2.605113124
2.244675926
1.782863027
2.478914639
2.231779714
2.011851623
2.346410645
2.541127542
2.608612618
3.265254143
3.299017122
3.069968659
3.327164124
4.050489921
4.083316614
3.063613126
2.709105431
2.950807865
3.030725026
4.260472647
3.574247446
3.826250576
3.275270157
3.633327549
3.520577363
3.47991478
3.084177986
3.300989522
3.310869323
3.252085321
3.957673343
3.797446032
3.637001077
3.729418261
3.975045302
3.691738254
4.211177797
3.579265204
3.066623379
2.791707465
2.796880938
2.520565873
2.497952989
2.701075863
3.004294654
3.232532378
2.975226797
2.883318391
3.39546015
4.006048645
3.716342575
3.109607765
3.072318965
4.15817063
4.142962041
5.232789882
4.386655045
4.800366495
4.106385712
4.771596542
4.697593742
4.537752029
4.471565983
4.021415478
3.857688049
3.317310722
4.584653845
3.832382398
4.818791933
4.55947015
3.848996364
3.440411334
4.089178287
4.506322493
4.245142616
3.727122114
4.388823767
3.453620599
3.700081808
4.305963196
4.061211321
4.477083031
2.482275519
2.452642321
2.083225539
2.02143353
1.668443693
1.936153421
1.864277739
2.048113374
3.072699026
2.963145573
2.784594192
2.886195978
2.834716264
2.386706245
2.480231925
2.310407062
4.047639721
3.470368043
3.884657895
3.756033423
3.335162109
3.471233026
3.401332768
3.997804635
5.018151454
4.48679906
3.843502374
4.171956645
3.976318493
3.998233649
4.712709923
4.660201879
6.030588488
5.623423588
5.746411592
5.247053189
4.323901824
3.204517559
4.195364307
3.06121699
3.37485041
4.345802654
5.668762686
4.942015939
4.581810249
3.892983829
3.841288855
3.785185863
3.600765572
3.156291146
3.331445059
3.315774411
3.208799435
3.252018781
2.542463218
2.25118668
2.04642522
2.382578784
2.768107589
2.598174443
3.035307748
2.996443045
3.443908908
3.29833813
3.455207275
2.700584691
2.090466436
2.250878613
2.53371862
2.196577172
2.422439769
2.018306651
2.265646872
2.69607555
1.973005502
1.762555066
2.080533877
2.185848403
2.025374213
1.988060066
1.675122238
1.650895742
1.734361409
1.817159892
1.836920467
2.22541799
2.498871584
3.069185561
3.111755827
4.101987226
3.94534057
4.041946982
3.64200718
3.284748201
3.021266499
3.29924464
3.145408942
3.620864468
3.293374236
4.411882761
4.524591719
3.5002732
3.900115901
3.508732089
4.079296301
4.014823634
4.359521868
4.810708919
3.335824889
3.72837635
3.492352768
3.913845237
3.924489373
3.616188506
3.909202659
3.916655499
3.507175105
3.771017091
3.922833622
4.794757086
4.624538902
4.819142029
4.95187262
4.828799727
4.399986693
3.746453616
4.089672224
3.373060491
4.763114933
4.128966368
4.438254258
3.947530324
3.837460385
2.436426882
1.906162294
2.272409681
3.76998088
3.948653819
3.226103494
2.893562808
2.852051694
2.223502278
2.648268517
3.578719185
3.708938302
2.912635887
2.605360761
3.081960606
2.762606805
2.015551829
1.833785357
1.638618058
1.623128433
1.632892147
1.853443156
1.908216093
2.049198216
2.08524843
2.463589567
2.389806381
2.285104334
2.228532436
2.370484564
2.032094801
1.809349087
2.263922482
3.281009584
3.021494339
3.037371541
2.964792317
2.61651032
2.127196138
2.609300088
2.618614029
2.336126252
2.868407809
3.863338471
3.751444644
3.12163995
2.609358682
2.956057671
3.29589933
2.935101886
2.504552185
2.606133055
3.040736852
3.105382381
3.600625849
2.176426513
2.173885313
